Word,Semantic Orientation Value
team237,0.0
competitive,0.0
continent,0.0
workers,0.0
securproject,0.0
jamesrhagerty,0.0
tweak,0.0
vendor,0.0
jacksonville,0.0
skeptical,0.0
shaped,0.0
martijnvdsteen,0.0
thrun,0.0
newsletter,0.0
carolyntweet,0.0
rarely,0.0
hereandnow,0.0
ticking,0.0
selfiedriving,0.0
kdnuggets,0.0
roundup,0.0
pipeline,0.0
cautious,0.0
cleantech,0.0
range,0.0
user-engagement,0.0
masstransit,0.0
onbrm,0.0
scottthompson_,0.0
alangunzburg,0.0
impressed,0.0
entitlement,0.0
botjunkie,0.0
sthl…,0.0
deployed,0.0
businessfuturis,0.0
fries,0.0
carmakers,0.0
called,0.0
goldmansachs,0.0
jkintz,0.0
lcv2016,0.0
makeinindia,0.0
ex-girlfriends,0.0
develope,0.0
users,0.0
problems,0.0
helping,0.0
generated,0.0
posters,0.0
romainvigue,0.0
hoverboards,0.0
flymode,0.0
supplychain247,0.0
automotiv…,0.0
mines,0.0
alien,0.0
afontperez,0.0
lmoliva_,0.0
siriouslysusan,0.0
mainstream,0.0
localgardener1,0.0
usefularts,0.0
titanproject,0.0
someday,0.0
smaller,0.0
overhype,0.0
ummm,0.0
makers,0.0
pittsburgh’s,0.0
showcase,0.0
techcrunchdisrupt,0.0
waiting,0.0
capital,0.0
degree,0.0
explore,0.0
techtuesday,0.0
shelley_grover,0.0
metro,0.0
warehousing,0.0
sheila,0.0
volt,0.0
motor,0.0
duck,0.0
wil,0.0
apply,0.0
use,0.0
usd,0.0
usa,0.0
few,0.0
andrei_rday,0.0
sort,0.0
px2,0.0
volerquiz,0.0
startupindia,0.0
iotfacts,0.0
women,0.0
theyprobablysentthistoeveryoneinpgh,0.0
column,0.0
proprietary,0.0
tay,0.0
futurism,0.0
villain,0.0
sit,0.0
cabbies,0.0
exemplify,0.0
juliabreathes,0.0
abuse,0.0
driverless-autonomous,0.0
danielnenni,0.0
vladimirberoun,0.0
autonomus,0.0
👵🏻👵🏻👵🏻,0.0
tsrla,0.0
ships,0.0
wesaconfluence,0.0
virtualreality,0.0
robomatter,0.0
violating,0.0
kellyannepolls,0.0
road-tested,0.0
investor,0.0
trac,0.0
nfl,0.0
unregulated,0.0
idpp,0.0
bills,0.0
🤖🤖🤖where,0.0
usdoj,0.0
related,0.0
out,0.0
ni_pi_kopp,0.0
navyatechnology,0.0
behaviours,0.0
producthunt,0.0
drivevolution,0.0
york,0.0
conversation,0.0
ltd,0.0
foresight_lab,0.0
westonphippen,0.0
3tecus,0.0
reutersworld,0.0
themthx,0.0
uran9,0.0
videogames,0.0
deadline’s,0.0
screeching,0.0
cliqueapi,0.0
m_bernardini,0.0
which,0.0
yoongizs,0.0
mitsupplychain,0.0
ivoteforbest,0.0
'pushing,0.0
poissonent,0.0
truthtablejct,0.0
deny,0.0
looked,0.0
fujitsu,0.0
chicken,0.0
litigation,0.0
heartglows_com,0.0
surroundings,0.0
thousands,0.0
watching,0.0
pittsburghpg,0.0
dope,0.0
ones,0.0
geradsimon,0.0
jeroenbartelse,0.0
11am,0.0
view,0.0
module,0.0
glennza,0.0
acquires,0.0
wpxitonyruffolo,0.0
superb,0.0
geohotus,0.0
wireduk,0.0
opening,0.0
joy,0.0
tom_prelich,0.0
safely,0.0
home–,0.0
wall,0.0
subscribe,0.0
rpi,0.0
fintech,0.0
bbc,0.0
charts,0.0
chrisdeitch,0.0
tap,0.0
techinsider,0.0
newworld,0.0
improved,0.0
present,0.0
adigaskell,0.0
cymotive,0.0
stunning,0.0
wild,0.0
ringing,0.0
avs,0.0
opportunities,0.0
defenceweb_afr,0.0
😊🌺👍🌎🚆🚙,0.0
designnews,0.0
underwhelmed,0.0
largest,0.0
units,0.0
slave,0.0
smartshopping,0.0
promo,0.0
premiere,0.0
s______w______s,0.0
ultimaratio_,0.0
pedal,0.0
smarthome,0.0
antsy,0.0
edition,0.0
fighting,0.0
boot,0.0
😜j/k,0.0
recap,0.0
fedeszanei89,0.0
supply,0.0
work…,0.0
oxbotica,0.0
suzetteblake9,0.0
robocarz,0.0
mimisegelnecn,0.0
press,0.0
walmart—,0.0
austinmslingers,0.0
helpful,0.0
loses,0.0
w_lehmacher,0.0
scared,0.0
tumblr,0.0
i’ve,0.0
employment,0.0
scares,0.0
expected..,0.0
lead,0.0
likethefuture_,0.0
futurelabux,0.0
first-of-its-kind,0.0
incline,0.0
high-end,0.0
universe,0.0
autonomous-car,0.0
breakthrough4,0.0
shipping,0.0
carries,0.0
scitecsoc,0.0
gpodagrosi,0.0
brush,0.0
registration,0.0
van,0.0
platoon,0.0
nasdaqapple,0.0
🤖🚗👍🏼,0.0
midautumnfestival,0.0
whether,0.0
sillicon,0.0
record,0.0
below,0.0
cake,0.0
firm,0.0
underhype,0.0
trailing,0.0
incredible,0.0
therideshareguy,0.0
percent,0.0
ugvs,0.0
junk,0.0
pumps,0.0
tribune…,0.0
cisco_mobile,0.0
padma,0.0
richardpetty,0.0
news…,0.0
pods,0.0
create,-0.129283016945
consumer,-0.157541276986
autotech,-0.263034405834
financial…,-0.263034405834
advantage,-0.263034405834
pull,-0.321928094887
asleep,-0.387023123109
eye,-0.387023123109
googl,-0.432959407276
buy,-0.561878887608
hotz,-0.584962500721
connectedcars,-0.612976876891
smart,-0.706268796943
from,-0.716207033999
premiums,-0.736965594166
aon,-0.736965594166
area,-0.765534746363
advancement,-0.765534746363
former,-1.0
compliance,-1.0
projects,-1.0
anticorru…,-1.0
competition,-1.0
anticorruptintl,-1.0
just,-1.01178401976
created,-1.16349873228
possibly,-1.32192809489
baidu,-1.32192809489
commaone,-1.32192809489
commercialise,-1.32192809489
research,-1.32192809489
halt,-1.32192809489
ongoing,-1.32192809489
will,-1.32192809489
director,-1.41503749928
move,-1.58496250072
dive,-1.58496250072
especially,-1.58496250072
t-rex,-1.80735492206
ever,-1.80735492206
happens,-1.90689059561
jobs,-1.92627737547
competitor,-2.0
biggest,-2.0
futurist,-2.0
collisions,-2.06774460664
digitalmanufacturing,-2.06774460664
_inn,-2.06774460664
fun,-2.1075284643
bschorr,-2.124328135
beauwtae,-2.17138987331
're,-2.17529443605
'dozens,-2.27693316081
allegations,-2.32192809489
introducing,-2.32192809489
monthly,-2.32192809489
detailing,-2.32192809489
hand,-2.32192809489
connectedcar,-2.32192809489
insider,-2.60602411625
here..exciting,-2.62449086491
best,-2.67807190511
cloud,-2.70043971814
moorehn,-2.80735492206
package,-2.80735492206
size,-2.80735492206
done,-2.80735492206
thought.when,-2.80735492206
real,-2.80735492206
truckers,-2.80735492206
gets,-2.84484977613
example,-2.84799690655
embrace,-2.86129372917
elephant,-2.90689059561
cloudnthings,-2.90689059561
dionnelew,-2.90689059561
amazing,-3.08428808286
extra,-3.08746284125
iphone7,-3.08746284125
reading,-3.08746284125
jason,-3.08746284125
six,-3.08746284125
morality,-3.12928301694
see,-3.13750352375
business…,-3.29545588353
case,-3.32192809489
commute,-3.32192809489
please,-3.32192809489
-statistically,-3.32992088564
guy,-3.41238304583
take,-3.48542682717
here’s,-3.49984588708
technews,-3.54432051622
indians,-3.70043971814
learned,-3.70043971814
stop,-3.70043971814
buyers,-3.70043971814
flawed,-3.90689059561
futuristic,-3.90689059561
autonomouscar,-3.95419631039
drivers,-3.96915522537
inshorts,-4.0
kids,-4.0
kinks,-4.0
like,-4.19463927451
detect,-4.38967270152
articles,-4.49431713628
100s,-4.49431713628
ausbiz,-4.49984588708
don’t,-4.69249096503
away,-4.70043971814
financialreview,-4.72223830842
course,-4.75488750216
probably,-4.75488750216
selfdrivingcars,-4.78427130894
archive,-4.87282875953
norm,-4.95419631039
aside,-4.95419631039
autotech16,-4.95419631039
international,-4.95419631039
corrects..,-4.95419631039
more,-4.97345821255
either,-5.0
autonomesfahren,-5.0
latest,-5.03499542136
history,-5.08746284125
chips,-5.08746284125
intel,-5.08746284125
build,-5.10386603673
next,-5.12928301694
apple’s,-5.18322182406
battle,-5.20163386117
beetles,-5.20945336563
alphabet,-5.20945336563
ground,-5.27301849441
productive,-5.28540221886
leaning,-5.28540221886
askingforafriend,-5.28540221886
driverlesstechnology,-5.28540221886
leaving,-5.28540221886
announces,-5.38740193236
8.0,-5.44095219803
what,-5.52356195606
wheel,-5.66364020536
every,-5.7061435053
folks,-5.75988818322
johndarko,-5.76288029292
team,-5.87222682718
improve,-5.91488338636
trucks,-5.94485844581
opensource,-6.12412131183
htt…,-6.16698469419
need,-6.49417135633
behind,-6.49771014274
blasting,-6.49984588708
grandma,-6.49984588708
care,-6.49984588708
booze,-6.49984588708
hood,-6.49984588708
3rd,-6.49984588708
automation,-6.67889583327
congress,-6.76818432478
employees,-6.76818432478
carsharing,-6.76818432478
right,-6.8286654283
electric,-7.03137198986
because,-7.49984588708
autonomouscars,-7.77735175913
everyone,-7.82177398197
self,-7.95419631039
climb,-7.98556830025
wpxi,-8.19415492206
pick,-8.51608301695
may,-8.69116190455
nytimes,-8.85311800423
autonomousvehicles,-8.91488338636
building,-8.98953720245
scalablecoop,-9.02304300567
blog,-9.03950710736
localmotors,-9.14168750217
plan,-9.29369059561
something,-9.55672500145
detection,-9.66364020536
apps,-9.70872809489
says,-9.77725531519
means,-9.77911742278
360,-9.83356520681
enters,-9.85311800423
beegeaglesblog,-9.98556830025
andrew_s_bowen,-9.98556830025
black_author,-9.98556830025
proves,-10.0421518286
action,-10.0421518286
morning,-10.0421518286
readies,-10.0712981743
lot,-10.2936905956
ford’s,-10.2936905956
corporate,-10.3640799235
designs,-10.4006057995
blockchain,-10.4006057995
autopilot,-10.4314302313
ieeespectrum,-10.4380805049
imts,-10.4636155971
needs,-10.4777582664
bet,-10.4857584801
questions,-10.4896108056
bloomberg,-10.5985451771
shows,-10.641613899
commaai,-10.641613899
plans,-10.6860080184
true,-10.6860080184
reality,-10.6860080184
florida,-10.6860080184
chief,-10.7631758789
about,-10.807686575
industry,-10.8659737859
offer,-10.8786530963
comms,-10.8786530963
change,-10.8786530963
lays,-10.9311205162
ambroseep,-10.9855683003
atkins,-10.9855683003
beating,-10.9855683003
car—its,-10.9855683003
confassociazioni,-10.9855683003
andrea_ilsergio,-10.9855683003
avoiding,-10.9855683003
amatrice,-10.9855683003
critical,-10.9855683003
avoided,-11.0421518286
leader,-11.0421518286
times,-11.1010455177
interactconsul,-11.1010455177
captive,-11.2936905956
distance,-11.2936905956
edit/customer,-11.2936905956
charges/their,-11.2936905956
audience,-11.2936905956
explodes*,-11.2936905956
*brain,-11.2936905956
busta_,-11.2936905956
internetbeta,-11.2936905956
bpdoyle,-11.2936905956
become,-11.3465137332
hope,-11.3640799235
diy,-11.3640799235
social,-11.3640799235
investmentnews,-11.3640799235
design,-11.4406096667
couple,-11.516083017
online,-11.516083017
talking,-11.516083017
expect,-11.5298888165
selfdrivingcar,-11.5985451771
crowdcompanies,-11.5985451771
damn,-11.5985451771
competitors,-11.5985451771
god,-11.5985451771
nvidia,-11.6441878427
financial,-11.6860080184
older,-11.6860080184
minutes,-11.6860080184
much,-11.7791174228
icymi,-11.7791174228
pose,-11.7791174228
liability,-11.7791174228
opportunity,-11.7791174228
claims,-11.7791174228
leaders,-11.7791174228
nice,-11.7791174228
choose,-11.7791174228
e-newsletter,-11.8786530963
labor,-11.8786530963
milemarker,-11.8786530963
designapplause,-11.8786530963
applecar,-11.900569499
decisions,-11.9490424242
china,-11.9855683003
cop,-11.9855683003
correctly,-11.9855683003
amid,-11.9855683003
benedictpowers,-11.9855683003
answer,-12.0421518286
nooby,-12.0421518286
definitely,-12.0421518286
airsoft,-12.0421518286
fix,-12.1010455177
downshift,-12.1010455177
horizon,-12.1010455177
selfdrivinguber-,-12.1010455177
review,-12.1010455177
gain,-12.1010455177
consider,-12.2265763998
appear,-12.2265763998
admit,-12.2265763998
place,-12.2265763998
increasing,-12.3640799235
pro,-12.3640799235
survey,-12.3640799235
travis,-12.3640799235
featured,-12.3640799235
r/remotecontrol,-12.3640799235
kalanick,-12.3640799235
johnsberrypi,-12.3640799235
expects,-12.3640799235
visionzeroca,-12.3640799235
ig_bansheeairsoft,-12.3640799235
arduino,-12.3640799235
needed,-12.4636155971
element,-12.516083017
circle,-12.516083017
gon,-12.516083017
equation,-12.516083017
fil,-12.6860080184
ring*,-12.6860080184
chill,-12.6860080184
nope,-12.6860080184
*ring,-12.6860080184
clean,-12.6860080184
nearest,-12.6860080184
responsibility,-12.6860080184
redirecting,-12.6860080184
bill,-12.6860080184
lens,-12.6860080184
fullbellylaughs,-12.6860080184
chick,-12.6860080184
guidelines,-12.6860080184
chipotle,-12.6860080184
lenses,-12.6860080184
hacked,-12.6860080184
federal,-12.6860080184
ouch,-12.6860080184
fleets,-12.6860080184
sir,-12.6860080184
hmm,-12.6860080184
self-driving,-12.75144566
drone,-12.7791174228
anti-crash,-12.8786530963
networksmanager,-12.8786530963
education,-12.8786530963
amywebb,-12.8786530963
deep,-12.8786530963
convict,-12.8786530963
releases,-12.8786530963
now,-12.9382471919
holy,-13.1010455177
aconnectedcar,-13.1010455177
survival,-13.1010455177
futuremobility,-13.1010455177
curious,-13.1010455177
fresh,-13.1010455177
assume,-13.1010455177
linux,-13.1010455177
politic,-13.1010455177
affect,-13.1010455177
seem,-13.1010455177
decides,-13.1010455177
failure,-13.1010455177
holly,-13.1010455177
rmchase,-13.1010455177
newshour,-13.1010455177
insur,-13.1010455177
not-so-distant,-13.1010455177
gps,-13.1010455177
eventually,-13.2347969066
replace,-13.3640799235
conceptual,-13.3640799235
push,-13.3640799235
cradleza,-13.3640799235
connector,-13.3640799235
movie,-13.3640799235
glaring,-13.3640799235
dejavusecurity,-13.3640799235
rvs2016,-13.3640799235
established,-13.3640799235
iron,-13.3640799235
peak,-13.3640799235
hell,-13.3640799235
flanders’,-13.3640799235
determining,-13.3640799235
novel,-13.3640799235
journal,-13.3640799235
accidentally,-13.3640799235
hu…,-13.3640799235
difference,-13.3640799235
disruptivetechnology,-13.3640799235
greater,-13.3640799235
progress,-13.3640799235
airexmarket,-13.3640799235
oft-discussed,-13.3640799235
eat,-13.3640799235
michaelstahlke,-13.3640799235
flanderstoday,-13.3640799235
nationalsecurity,-13.3640799235
headphone,-13.3640799235
tasked,-13.3640799235
ethics,-13.439264435
saying,-13.6860080184
ht…,-13.6860080184
t4yt4yz,-13.6860080184
imagined,-13.6860080184
eye-contact,-13.6860080184
west,-13.6860080184
travelling,-13.6860080184
astockeywtae,-13.6860080184
kens5,-13.6860080184
dmonett,-13.6860080184
ingenious,-13.6860080184
businessday,-13.6860080184
bostonians,-13.6860080184
marketing,-13.6860080184
1956,-13.6860080184
america,-13.6860080184
issue,-13.6860080184
league,-13.6860080184
hammondfuturist,-13.6860080184
addressing,-13.6860080184
hands-off,-13.6860080184
represent,-13.6860080184
disrupt,-13.6860080184
cctv,-13.6860080184
license,-13.6860080184
clarify,-13.6860080184
staff,-13.6860080184
semis,-13.6860080184
dismal,-13.6860080184
visitors,-13.6860080184
car-sickness,-13.6860080184
robotcontrolledmisslelaunch,-13.9490424242
crash,-14.0530173209
passenger,-14.1010455177
iotsecurity,-14.1010455177
mediamocracy,-14.1010455177
_thecre,-14.1010455177
influence,-14.1010455177
arxiv,-14.1010455177
technica,-14.1010455177
mint,-14.1010455177
approx,-14.1010455177
enabling,-14.1010455177
sherwoodford,-14.1010455177
open…,-14.1010455177
meets,-14.1010455177
digitalistmag,-14.1010455177
michaela,-14.1010455177
1.3t,-14.1010455177
exploited,-14.1010455177
abhishek,-14.1010455177
corp,-14.1010455177
rethink,-14.1010455177
frankpasquale,-14.1010455177
exploring,-14.1010455177
deserve,-14.1010455177
cbcbecausenews,-14.1010455177
ars,-14.1010455177
question,-14.1010455177
income,-14.1010455177
smartgrid,-14.1010455177
amiedevero,-14.1010455177
hmd,-14.1010455177
io…,-14.1010455177
adoption,-14.1010455177
anymore,-14.4880686408
destroy,-14.6860080184
societal,-14.6860080184
door,-14.6860080184
connection,-14.6860080184
diversity..,-14.6860080184
fire,-14.6860080184
alert,-14.6860080184
automtechs,-14.6860080184
negotiable,-14.6860080184
smoke,-14.6860080184
rocks,-14.6860080184
neighborhoods,-14.6860080184
early,-14.6860080184
committed,-14.6860080184
robot-car,-14.6860080184
melancholy,-14.6860080184
bears,-14.6860080184
f16,-14.6860080184
limits,-14.6860080184
basic,-14.6860080184
petrolhers,-14.6860080184
fleeing,-14.6860080184
jasonmillar,-14.6860080184
diversion,-14.6860080184
christine,-14.6860080184
bbcnews,-14.6860080184
acts,-14.6860080184
computers,-14.6860080184
arthurmeyer13,-14.6860080184
headlines,-14.6860080184
excites,-14.6860080184
cybercrime,-14.6860080184
replicant,-14.6860080184
datamanagement,-14.6860080184
promotes,-14.6860080184
saturday,-14.6860080184
perception,-14.6860080184
reuterstech,-14.6860080184
complex,-14.6860080184
adamjrago,-14.6860080184
80miles,-14.6860080184
tablet,-14.6860080184
once,-14.6860080184
planning,-14.6860080184
limit,-14.6860080184
non,-14.6860080184
amazon,-15.0339313218
genius,-15.2385490414
lane,-15.5340049249
environment,-15.5604771363
did,-15.592898614
cunt,-15.6860080184
bumps,-15.6860080184
cars-rest,-15.6860080184
bostonnews,-15.6860080184
cars=,-15.6860080184
complete,-15.6860080184
rust,-15.6860080184
'guinea,-15.6860080184
condition,-15.6860080184
intensive,-15.6860080184
datascience,-15.6860080184
crosswalk,-15.6860080184
breakup,-15.6860080184
fixing,-15.6860080184
indian,-15.6860080184
lee,-15.6860080184
handsfree’,-15.6860080184
bajillion,-15.6860080184
bobby_hambrick,-15.6860080184
rule,-15.6860080184
ipadpro,-15.6860080184
itsnoteasybeinggreen,-15.6860080184
germans,-15.6860080184
occupants,-15.6860080184
fired,-15.6860080184
cyclists,-15.6860080184
assaulted,-15.6860080184
competing,-15.6860080184
civilization,-15.6860080184
dead.they,-15.6860080184
films,-15.6860080184
gurgaon,-15.6860080184
adopter,-15.6860080184
doors😂😂😂,-15.6860080184
atherenzethere,-15.6860080184
cbsthismorning,-15.6860080184
bandwidth,-15.6860080184
amsterdam,-15.6860080184
gobigwinbig,-15.6860080184
hugest,-15.6860080184
scenarios,-15.6860080184
jackson,-15.6860080184
haven’t,-15.6860080184
confirm,-15.6860080184
2450fall2016,-15.6860080184
newsflash,-15.6860080184
participants,-15.6860080184
backed,-15.6860080184
prices,-15.6860080184
cuz,-15.6860080184
1.5m,-15.6860080184
fuckuber,-15.6860080184
iflscience,-15.6860080184
hurdle,-15.6860080184
gear,-15.6860080184
driverlesscars_,-15.6860080184
autonomoustuff,-15.6860080184
loribartleytx18,-15.6860080184
chico,-15.6860080184
notfunny,-15.6860080184
brand,-15.6860080184
cool.for,-15.6860080184
beaten,-15.6860080184
gop,-15.6860080184
digitaleconomy,-15.6860080184
beneficiary,-15.6860080184
bond-villain-faced,-15.6860080184
increase,-15.6860080184
lidar-on-a-chip,-15.6860080184
cheap,-15.6860080184
bodies,-15.6860080184
fastest,-15.6860080184
app,-15.6860080184
chances,-15.6860080184
difficult,-15.6860080184
james,-15.6860080184
boom,-15.6860080184
game,-16.8103361534
feature,-17.0079361133
hey,-17.1483512325
brianmoore666,-17.7734708596
ready,-17.791521908
basically,-17.8559330198
goodluckwiththat,-17.8559330198
makes,-18.1885083589
designated,-18.7734708596
autoindustry,-18.8152910353
automakers,-18.8577951274
'll,-19.110178689
moralmachine,-19.3248921247
balanced,-19.592898614
cuts,-19.895461384
report,-20.1723436919
david,-20.2728326267
error,-21.1252754383
australian,-21.2952004397
long,-21.710237939
cut,-21.9340559485
aapl,-22.710237939
accidents,-22.7367545701
policy,-22.7870535361
captivity,-22.9905932551
catalyst,-23.0277201289
airpods,-23.0277201289
russia,-23.1970903543
help,-23.3861740998
analysis,-23.8801629405
anyone,-23.979403028
completely,-24.4651254412
cnet,-24.5016513172
projecttitan,-24.728159847
bond,-24.7426594167
alexlidow,-25.0866138179
millions,-25.2020910353
different,-25.2952004397
coalition,-25.3947361133
dead,-25.6171285346
speed,-25.7573061927
assoc,-25.8801629405
guess,-26.2020910353
cint,-26.4651254412
cliffs,-26.5646611147
afraid,-26.728159847
1min,-26.7870535361
clip,-26.7870535361
2/2,-27.3720160368
becomes,-27.3720160368
attyabdul,-27.3720160368
boys,-27.4651254412
habits,-28.3720160368
lebeaucarnews,-28.3720160368
higher,-28.5240191302
computer,-28.8150679122
complaining,-29.3720160368
alter,-29.3720160368
law,-29.672189579
cars,-29.9085011956
hero,-30.3720160368
letter,-30.3720160368
lazy,-30.3720160368
confirmation,-30.3720160368
belt,-31.3720160368
conditions,-31.3720160368
good,-31.5502371798
driver,-32.0390642116
causing,-32.1585129899
cause,-34.0807441317
drive,-35.3486231096
n't,-39.1058084639
cops,-39.357584337
chrisl2185,-40.303136553
idea,-41.6016465549
piss,-42.0580240552
also,-45.6672164765
freedom,-46.0580240552
bad,-46.2039325324
insurance,-52.5995170403
could,-55.9001934622
apple,-56.1334657501
